@RELATION trained/svmGenreRecog
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
0.079963,0.004743,3.202836,0.136019,0.156349,0.717485,0.004788,0.128637,-28.246317,1.595625,-0.594405,-0.143189,-0.582270,-0.272458,-0.545975,-0.098131,-0.133271,0.086848,0.329245,0.269838,0.147972,0.017430,0.004539,0.014479,0.014648,0.010866,0.020700,0.044357,0.002136,0.018346,0.015749,0.016545,0.009174,0.021997,0.018083,0.004710,0.069324,0.019554,0.024039,0.219045,0.002684,0.033368,1.102758,0.391420,0.267004,0.261650,0.241928,0.248053,0.232745,0.234789,0.228567,0.223312,0.209604,0.221270,0.195558,0.010022,0.003908,0.010291,0.010467,0.009272,0.014076,0.029712,0.001784,0.013493,0.012200,0.012231,0.009168,0.007393,240.000000,0.075334,classical
0.094026,0.029007,3.248336,0.133948,0.141228,0.978889,0.005716,0.142089,-23.405881,1.465044,-1.164396,0.219547,-0.423197,0.128414,-0.166212,-0.204412,-0.108698,-0.100404,-0.177080,-0.036262,-0.106035,0.024491,0.009925,0.014937,0.013883,0.015537,0.010447,0.007801,0.012204,0.013166,0.010787,0.015577,0.008972,0.017567,0.014812,0.016104,0.063058,0.017742,0.027215,0.185059,0.002443,0.018598,0.942824,0.331001,0.285406,0.278117,0.259226,0.239491,0.245118,0.236432,0.225768,0.242085,0.248209,0.228773,0.229754,0.019797,0.009828,0.011929,0.012835,0.012925,0.009334,0.004977,0.011022,0.011005,0.010664,0.012535,0.009656,0.005863,200.000000,0.106299,classical
0.049694,0.034456,3.192940,0.112829,0.157242,0.240405,0.005726,0.068351,-24.797893,2.985335,-0.984627,-0.225281,-0.626752,-0.247430,-0.201935,-0.035568,-0.123030,-0.077797,-0.056739,0.017124,-0.082633,0.017581,0.005963,0.030391,0.015821,0.006143,0.010467,0.031260,0.004716,0.025755,0.010731,0.014378,0.016347,0.025655,0.009489,0.019896,0.084295,0.025853,0.036245,0.111407,0.005176,0.013946,1.079183,0.456461,0.294469,0.311984,0.258262,0.207102,0.249396,0.232299,0.232876,0.242171,0.244692,0.212441,0.169686,0.016258,0.005182,0.020201,0.012409,0.004038,0.006106,0.019386,0.004530,0.014681,0.008845,0.012133,0.015969,0.006787,150.000000,0.090508,classical
0.072496,0.018508,3.227869,0.125917,0.152272,0.656456,0.005856,0.112827,-24.768863,2.202198,-0.860692,-0.154028,-0.725872,-0.155670,-0.014438,0.048745,-0.070109,-0.038502,-0.033722,-0.102114,0.105510,0.019572,0.014170,0.010993,0.011069,0.010983,0.007816,0.032505,0.004628,0.019198,0.027122,0.018029,0.009723,0.022812,0.016916,0.008221,0.056879,0.022319,0.029275,0.233734,0.003398,0.032138,0.702225,0.434045,0.338163,0.278611,0.294750,0.277713,0.237542,0.250280,0.245775,0.258187,0.256175,0.213487,0.195532,0.016425,0.011087,0.007977,0.010756,0.008552,0.006745,0.025384,0.005620,0.015888,0.022480,0.012917,0.007973,0.008292,240.000000,0.089362,classical
0.062268,0.029975,3.205456,0.120235,0.150891,0.442279,0.005911,0.087609,-23.750002,2.264307,-0.918492,0.076527,-0.381826,-0.103288,-0.278446,-0.056529,-0.007915,0.053765,0.016107,0.078236,-0.047117,0.014868,0.011404,0.018768,0.015576,0.020361,0.012053,0.016614,0.003704,0.011731,0.018296,0.017944,0.020456,0.022748,0.012883,0.015276,0.105978,0.019805,0.029652,0.188296,0.004931,0.020689,0.844268,0.355288,0.299172,0.310646,0.277855,0.268737,0.256624,0.316662,0.307296,0.335890,0.260014,0.241147,0.219384,0.015163,0.010201,0.017215,0.014548,0.020077,0.011757,0.014136,0.004392,0.010387,0.018125,0.013974,0.019037,0.009243,200.000000,0.105206,classical
0.109901,0.034013,3.245209,0.164802,0.165694,1.202259,0.003850,0.180361,-22.038232,1.469019,-0.302818,0.250255,-0.263421,0.085492,-0.066233,0.124784,0.021376,0.097270,-0.025280,0.063185,0.013125,0.022371,0.009206,0.020193,0.010260,0.013035,0.016729,0.025439,0.003845,0.006911,0.011595,0.013589,0.009838,0.013832,0.015421,0.010618,0.037025,0.013472,0.014073,0.182556,0.001052,0.030202,0.431954,0.235634,0.200096,0.192005,0.191976,0.169117,0.188548,0.198890,0.194139,0.189506,0.193366,0.163136,0.167145,0.013636,0.007982,0.010866,0.008010,0.007927,0.010838,0.013959,0.004088,0.004149,0.007407,0.007950,0.006751,0.004198,133.333333,0.089099,classical
0.068283,0.009545,3.238317,0.121531,0.149196,0.598211,0.004545,0.101227,-25.637572,2.222595,-0.547968,0.150129,-0.426759,-0.225990,-0.236277,-0.140460,-0.123705,0.148767,-0.056049,-0.029139,0.116052,0.009678,0.008030,0.017130,0.036462,0.014716,0.021301,0.022625,0.003932,0.012571,0.025438,0.016870,0.003630,0.023067,0.011150,0.003668,0.040533,0.017337,0.026409,0.178399,0.002696,0.021336,0.441732,0.277459,0.251591,0.231107,0.225843,0.227493,0.224527,0.210254,0.206390,0.231559,0.203143,0.194469,0.189738,0.006865,0.005087,0.009082,0.022835,0.010441,0.014672,0.014860,0.003276,0.009141,0.012490,0.010233,0.002638,0.008049,133.333333,0.078194,classical
0.086454,0.040807,3.216018,0.144666,0.161380,0.826449,0.005241,0.145410,-23.032250,2.082960,-0.462096,0.259414,-0.253786,0.234048,-0.019550,-0.013881,-0.015958,-0.110008,-0.032403,-0.036418,-0.001717,0.016048,0.011159,0.021214,0.025237,0.013442,0.017383,0.032135,0.004096,0.005785,0.030617,0.024610,0.006067,0.024852,0.019066,0.015025,0.067184,0.023053,0.025399,0.227559,0.003117,0.038204,0.672684,0.363223,0.283299,0.230523,0.223733,0.213624,0.208987,0.215842,0.224711,0.209984,0.213759,0.198207,0.178096,0.013349,0.012810,0.015024,0.018868,0.009587,0.014956,0.025780,0.004396,0.004630,0.021474,0.018386,0.005624,0.008830,150.000000,0.089633,classical
0.112764,0.028204,3.180117,0.180208,0.175927,1.207994,0.004115,0.189875,-23.424852,1.357431,-0.205353,0.155257,-0.258346,0.102507,0.100289,0.064947,-0.011136,0.029203,-0.076041,-0.016664,0.019501,0.015279,0.004652,0.023789,0.017051,0.020186,0.011796,0.020223,0.007305,0.007753,0.007784,0.029413,0.007777,0.017781,0.020317,0.012753,0.080352,0.017486,0.014679,0.238022,0.001533,0.043367,0.802357,0.272254,0.229225,0.205784,0.198978,0.201229,0.198249,0.240857,0.214711,0.213767,0.179788,0.171433,0.148583,0.013822,0.005047,0.018901,0.013063,0.012557,0.007661,0.012356,0.008907,0.006921,0.006053,0.016169,0.006069,0.006788,171.428571,0.100541,classical
0.050016,0.026230,3.197118,0.116697,0.157834,0.322121,0.005371,0.066369,-24.482738,2.640944,0.035297,-0.012085,-0.253311,0.084425,0.008871,0.287052,-0.031134,-0.220407,-0.068750,0.204461,0.161935,0.018099,0.001937,0.044213,0.018317,0.029499,0.052049,0.025808,0.000603,0.006023,0.010912,0.024723,0.004253,0.029354,0.009710,0.010116,0.063175,0.016403,0.024056,0.105945,0.002427,0.018578,0.481483,0.244311,0.218072,0.219544,0.176351,0.182756,0.212810,0.186495,0.185368,0.164342,0.162253,0.164998,0.155733,0.009664,0.001380,0.021988,0.012489,0.016560,0.031972,0.015865,0.000459,0.004984,0.006737,0.012763,0.002725,0.008582,171.428571,0.089099,classical
0.059711,0.025174,3.153608,0.135702,0.176484,0.523554,0.007154,0.092383,-25.757675,2.285580,0.154461,0.515144,0.014849,0.152595,-0.008544,0.012256,0.044437,0.182026,0.151810,0.108821,-0.018610,0.012449,0.006344,0.035581,0.006917,0.024314,0.009993,0.079543,0.002402,0.005991,0.015381,0.054210,0.004588,0.033346,0.020241,0.010035,0.092179,0.024588,0.021196,0.223866,0.006384,0.034206,0.909816,0.381166,0.237666,0.205499,0.186121,0.193917,0.174930,0.170314,0.168642,0.161726,0.179470,0.174878,0.151222,0.009503,0.006579,0.020659,0.005858,0.017095,0.008619,0.043299,0.002504,0.004946,0.009848,0.027567,0.004154,0.010121,300.000000,0.100802,classical
0.122819,0.010696,3.159770,0.194045,0.189212,1.213535,0.005204,0.202336,-25.766435,1.267045,-0.164256,0.217607,-0.219672,-0.158214,-0.048634,0.197548,0.051374,0.054912,-0.083632,0.055325,0.108797,0.011921,0.010744,0.027093,0.009098,0.030356,0.009252,0.036902,0.004712,0.004344,0.011418,0.021316,0.003167,0.019452,0.034197,0.005945,0.113696,0.028581,0.016581,0.370869,0.002007,0.079098,0.952135,0.430945,0.252669,0.234329,0.215084,0.237227,0.220278,0.248304,0.261676,0.303468,0.246597,0.174051,0.158388,0.009744,0.010532,0.016599,0.008223,0.023533,0.008247,0.025153,0.005442,0.003697,0.010285,0.014962,0.003181,0.008167,300.000000,0.126904,classical
0.087602,0.033748,3.229507,0.141415,0.153309,0.973426,0.004136,0.144500,-23.087284,1.546501,-0.490753,0.521624,-0.106996,0.218224,0.166504,0.073022,0.082217,0.102830,0.012718,0.027660,0.007065,0.020296,0.005165,0.042818,0.005733,0.009651,0.011906,0.033165,0.003010,0.005387,0.013266,0.019506,0.013676,0.020496,0.019714,0.019497,0.073661,0.019279,0.022197,0.234138,0.001752,0.030470,0.968976,0.291378,0.224633,0.232716,0.226255,0.218202,0.196357,0.193319,0.202184,0.182871,0.199641,0.178854,0.175108,0.012736,0.004850,0.029156,0.004194,0.006942,0.007587,0.018434,0.003132,0.004707,0.009517,0.012696,0.011559,0.007870,200.000000,0.116583,classical
0.114566,0.055191,3.219509,0.158865,0.153543,1.063840,0.010585,0.182788,-22.614835,1.138740,-0.204971,-0.212628,-0.099208,0.338538,-0.079411,0.252249,-0.439096,0.162217,-0.254261,0.243388,0.109620,0.008932,0.002466,0.022235,0.009332,0.025841,0.012741,0.040008,0.006876,0.008814,0.006752,0.021539,0.003694,0.023070,0.029416,0.020521,0.083122,0.021083,0.021696,0.270734,0.012559,0.045621,0.889745,0.413213,0.306454,0.255833,0.292508,0.247759,0.261931,0.259350,0.237829,0.250163,0.233263,0.212237,0.203086,0.007485,0.002590,0.015973,0.007385,0.017246,0.013451,0.030544,0.007592,0.008809,0.005685,0.016703,0.003982,0.011469,171.428571,0.084687,classical
0.059755,0.023337,3.242249,0.116788,0.151526,0.501626,0.004896,0.092041,-26.360631,2.593685,-0.746029,0.093602,-0.624365,-0.420441,-0.194087,-0.062447,-0.034269,-0.023545,-0.055880,0.114087,0.182302,0.033212,0.030717,0.012623,0.024039,0.011722,0.015044,0.021936,0.007147,0.023832,0.011867,0.011134,0.005106,0.032192,0.013049,0.010976,0.051540,0.022587,0.032535,0.173656,0.002873,0.024937,0.728940,0.432874,0.300093,0.274509,0.222108,0.245167,0.234616,0.239855,0.234027,0.225241,0.217296,0.206966,0.193041,0.015360,0.017122,0.008860,0.011390,0.006941,0.010670,0.010577,0.005930,0.013883,0.007121,0.008489,0.003803,0.007332,300.000000,0.101307,classical
0.098004,0.054296,3.259004,0.152425,0.155563,1.049390,0.003323,0.173453,-22.091542,1.346633,-0.008806,-0.076643,0.026445,0.046179,0.085959,-0.156100,-0.151146,0.122865,-0.044223,0.226581,-0.076325,0.014329,0.004253,0.061397,0.011955,0.008868,0.026875,0.026041,0.004137,0.003533,0.006824,0.032560,0.012237,0.024486,0.016071,0.015948,0.038092,0.015659,0.019046,0.183428,0.001023,0.034993,0.687300,0.260905,0.287839,0.226059,0.246974,0.239833,0.222754,0.187235,0.210340,0.188521,0.187587,0.176754,0.172594,0.009099,0.004717,0.023182,0.008169,0.005361,0.015036,0.011777,0.002682,0.002279,0.004481,0.018605,0.009079,0.006130,171.428571,0.085779,classical
0.094223,0.012059,3.198985,0.154508,0.167099,0.914859,0.006767,0.144008,-25.637062,1.580898,-0.519748,0.345486,-0.097026,-0.217174,-0.145932,0.126902,-0.274420,-0.028639,-0.041329,-0.042514,-0.022595,0.019922,0.004670,0.016931,0.017106,0.023930,0.024538,0.028053,0.005015,0.008868,0.007354,0.020388,0.006903,0.022985,0.022013,0.007288,0.097252,0.022187,0.021894,0.263950,0.003794,0.041028,1.002662,0.483667,0.381915,0.315473,0.288994,0.270645,0.275637,0.295997,0.351975,0.295922,0.268662,0.229127,0.190614,0.019086,0.004779,0.014177,0.016930,0.016079,0.022723,0.025508,0.005599,0.009009,0.006368,0.013378,0.006578,0.008860,150.000000,0.102151,classical
0.081165,0.018299,3.257589,0.121736,0.148298,0.796767,0.005359,0.121521,-24.867672,2.293803,-0.625325,0.567877,-0.271627,-0.106212,-0.051117,-0.221023,0.068907,0.213937,0.155898,-0.026431,0.034266,0.015197,0.012122,0.035256,0.015383,0.015514,0.020494,0.019901,0.013224,0.010843,0.009730,0.035298,0.004101,0.026011,0.016231,0.006997,0.041514,0.020777,0.030000,0.179792,0.003615,0.020844,0.598492,0.383932,0.283297,0.265524,0.237596,0.240896,0.242822,0.222593,0.259376,0.225747,0.202189,0.204563,0.179823,0.009957,0.008709,0.025838,0.010050,0.013035,0.013593,0.013535,0.009599,0.009588,0.005817,0.022015,0.004043,0.008745,300.000000,0.094688,classical
0.092866,0.013247,3.219581,0.145755,0.154886,0.960038,0.006189,0.151332,-24.589276,1.719648,-0.311155,0.048499,-0.299289,0.104684,-0.056318,0.044342,-0.034919,-0.003619,-0.067532,0.011363,-0.011464,0.017239,0.011760,0.029548,0.017926,0.016279,0.016196,0.016729,0.004721,0.008186,0.015296,0.025196,0.007823,0.021376,0.024199,0.007766,0.074408,0.022005,0.021143,0.318195,0.002713,0.044266,1.023477,0.481425,0.282249,0.263507,0.232642,0.208339,0.255381,0.244677,0.264826,0.297554,0.248822,0.228993,0.199640,0.015410,0.015788,0.025448,0.020244,0.015856,0.017863,0.016598,0.005709,0.009007,0.017271,0.019787,0.008867,0.008653,240.000000,0.113454,classical
0.105279,0.019068,3.215422,0.161454,0.162936,1.085805,0.005483,0.171316,-23.550837,1.419978,-0.402998,0.083728,-0.255346,0.038999,-0.154683,-0.002164,-0.022061,0.012793,-0.046417,0.060631,0.038472,0.012894,0.009982,0.023042,0.017944,0.020214,0.011484,0.015017,0.005678,0.010562,0.012720,0.021161,0.009305,0.017331,0.024274,0.010627,0.077504,0.023460,0.019429,0.281985,0.002322,0.040296,0.967364,0.423631,0.257677,0.252869,0.233618,0.229870,0.215972,0.235843,0.250448,0.249428,0.228625,0.206815,0.202535,0.011218,0.012913,0.018116,0.015207,0.019272,0.010295,0.012179,0.007211,0.010104,0.010644,0.016958,0.009563,0.006494,240.000000,0.130350,classical
0.075211,0.009689,3.191110,0.128907,0.153677,0.734485,0.007392,0.118769,-25.762235,2.167786,-0.196717,0.499157,-0.199743,0.200186,0.097249,0.098455,-0.090141,-0.128422,-0.077805,-0.055800,-0.081474,0.028545,0.011622,0.024748,0.014061,0.025197,0.013891,0.026086,0.005212,0.004098,0.017452,0.036798,0.005724,0.025242,0.022663,0.005434,0.099962,0.022834,0.027384,0.292501,0.004638,0.037668,1.074923,0.454450,0.294153,0.262074,0.270417,0.264652,0.263408,0.252469,0.263990,0.333963,0.282064,0.292775,0.224249,0.025985,0.015113,0.019548,0.015594,0.019588,0.015644,0.022313,0.007752,0.003976,0.014441,0.027266,0.006582,0.009525,150.000000,0.164969,classical
0.070615,0.005292,3.199790,0.132598,0.160680,0.646570,0.006337,0.109537,-27.847939,2.180923,-0.186078,0.401209,-0.092655,0.160040,-0.152143,-0.015848,-0.059935,-0.073729,-0.010046,0.015139,-0.033988,0.019381,0.008669,0.021805,0.017180,0.039822,0.020085,0.028944,0.001508,0.005071,0.012114,0.038626,0.006148,0.027280,0.018743,0.003485,0.086020,0.027587,0.027852,0.227412,0.003564,0.034123,1.094490,0.436610,0.284633,0.235461,0.224932,0.232066,0.211776,0.227649,0.208991,0.196302,0.205934,0.170534,0.178342,0.012636,0.007848,0.015197,0.015505,0.029224,0.013997,0.027745,0.001606,0.004025,0.010021,0.025283,0.003632,0.008829,171.428571,0.144482,classical
0.036021,0.011712,3.191262,0.092680,0.155026,0.060875,0.006339,0.046332,-27.241174,4.117153,-0.502999,-0.203499,-0.263956,-0.052785,-0.046240,0.008007,-0.109965,0.013607,0.048195,0.002574,0.022250,0.014728,0.005237,0.042163,0.019852,0.036876,0.010863,0.023875,0.001707,0.008427,0.038840,0.023222,0.005341,0.032216,0.005156,0.010368,0.086812,0.024286,0.036409,0.032954,0.006905,0.005660,0.970685,0.543754,0.262831,0.252334,0.240783,0.181164,0.199623,0.211257,0.204528,0.215690,0.241664,0.162658,0.146484,0.014008,0.005753,0.028579,0.013425,0.023646,0.008261,0.014585,0.001970,0.007610,0.021551,0.013995,0.004507,0.007954,133.333333,0.074163,classical
0.041691,0.007354,3.208446,0.108542,0.170264,0.140913,0.005254,0.053741,-28.959516,3.483557,-0.585664,-0.118125,-0.118558,0.125157,0.048602,-0.054688,-0.054185,0.040616,-0.024034,-0.029966,0.002675,0.064881,0.004108,0.043078,0.013216,0.016198,0.012865,0.025265,0.012184,0.014996,0.005479,0.014966,0.001876,0.032504,0.007199,0.009209,0.142146,0.020265,0.028655,0.062717,0.006674,0.010360,1.221630,0.439787,0.334014,0.299528,0.256691,0.245375,0.243875,0.196710,0.215603,0.214622,0.202166,0.186971,0.162040,0.033410,0.004464,0.020953,0.005811,0.008126,0.009867,0.017567,0.012556,0.007741,0.003994,0.010480,0.002128,0.008738,240.000000,0.074742,classical
0.047802,0.011227,3.150601,0.104546,0.153310,0.207586,0.012466,0.065587,-27.608055,3.252227,-1.086470,-0.122590,-0.327034,-0.157870,-0.321738,-0.398158,-0.472332,-0.145949,0.134911,0.097389,0.116655,0.007428,0.002468,0.019039,0.016813,0.020591,0.036947,0.034873,0.007270,0.020246,0.012511,0.015731,0.003730,0.029608,0.011010,0.006506,0.163206,0.025289,0.037602,0.141538,0.012509,0.015691,1.079826,0.534190,0.374292,0.339877,0.324438,0.322866,0.299733,0.298460,0.274031,0.278223,0.256320,0.235384,0.222057,0.009647,0.002508,0.017807,0.015036,0.017751,0.029304,0.024246,0.008512,0.019506,0.011935,0.013651,0.003775,0.010126,240.000000,0.137143,classical
0.045078,0.010980,3.171175,0.102168,0.153062,0.135845,0.010332,0.058468,-27.811055,3.353680,-0.947301,-0.344558,-0.411051,0.004911,0.057454,0.038494,-0.206200,-0.159783,-0.187407,-0.141620,-0.057361,0.038429,0.002578,0.036222,0.026647,0.027496,0.011761,0.024821,0.010035,0.006676,0.008271,0.005839,0.016940,0.034054,0.007928,0.006871,0.149776,0.023486,0.035050,0.065815,0.010187,0.010942,1.143372,0.508654,0.297010,0.273594,0.294744,0.247213,0.263992,0.302857,0.305579,0.284565,0.273608,0.212409,0.181367,0.035337,0.002406,0.032978,0.020421,0.025788,0.010814,0.021092,0.015714,0.007453,0.007922,0.005421,0.013320,0.011952,150.000000,0.091224,classical
0.042916,0.007206,3.151622,0.105865,0.160242,0.147963,0.007016,0.055430,-29.795985,3.359486,-0.652648,-0.166266,-0.232387,0.014468,-0.124401,-0.156102,-0.192285,-0.037497,0.047551,0.062851,0.108572,0.016572,0.002116,0.017753,0.032027,0.033633,0.024300,0.034769,0.001718,0.011055,0.012726,0.012958,0.012123,0.029009,0.008672,0.005746,0.125103,0.020418,0.029343,0.086095,0.007492,0.012653,1.193257,0.461801,0.347612,0.292142,0.278773,0.240970,0.226635,0.239351,0.221307,0.228231,0.200657,0.174834,0.175610,0.015293,0.001572,0.014934,0.024687,0.027056,0.014408,0.022240,0.002053,0.010510,0.007985,0.009913,0.011363,0.009115,150.000000,0.083744,classical
0.094741,0.022082,3.244789,0.145599,0.150758,0.952858,0.005447,0.138250,-24.218726,1.322532,-0.794526,0.054322,-0.481491,-0.152704,-0.023134,0.201546,0.152723,-0.029809,-0.154745,-0.025041,-0.015104,0.019232,0.022543,0.013471,0.014347,0.009573,0.009164,0.008549,0.006592,0.019978,0.009090,0.020873,0.006103,0.018493,0.014937,0.009667,0.054152,0.016762,0.021341,0.181037,0.002240,0.021550,0.763104,0.326547,0.270268,0.312561,0.274785,0.241021,0.257062,0.239017,0.238451,0.246441,0.220024,0.229470,0.205041,0.013133,0.021400,0.009858,0.010785,0.008655,0.008992,0.006853,0.007609,0.014343,0.007670,0.013683,0.005160,0.006201,300.000000,0.095440,classical
0.079123,0.021231,3.255639,0.131479,0.150320,0.764715,0.004751,0.119449,-24.395231,1.664894,-0.695089,0.098178,-0.394328,-0.120651,-0.063774,0.313000,0.249327,0.119794,-0.145395,-0.108290,-0.034823,0.013384,0.023682,0.014589,0.012277,0.010284,0.012648,0.027042,0.005139,0.015307,0.011264,0.033207,0.006834,0.022959,0.013617,0.008801,0.043413,0.016350,0.023204,0.179996,0.002123,0.020149,0.508320,0.388073,0.309970,0.329361,0.260559,0.264396,0.245756,0.248099,0.260340,0.232009,0.239713,0.212885,0.200157,0.009518,0.019613,0.010037,0.008510,0.009236,0.008795,0.017631,0.005409,0.010129,0.009636,0.017021,0.005331,0.008182,200.000000,0.079916,classical
0.070918,0.007668,3.205977,0.130310,0.154519,0.637722,0.006929,0.108114,-26.936953,1.952316,-0.517668,0.023143,-0.200169,0.068834,-0.008906,0.127113,-0.023852,-0.111400,-0.126408,-0.027379,0.010316,0.019770,0.029412,0.034226,0.012614,0.011357,0.019320,0.043034,0.003981,0.008621,0.008930,0.023736,0.003428,0.028975,0.018518,0.005302,0.082667,0.020587,0.023486,0.257175,0.003736,0.036372,1.256415,0.458108,0.286589,0.271153,0.265661,0.245607,0.261987,0.237124,0.254920,0.246576,0.221262,0.211389,0.206090,0.016819,0.022751,0.023325,0.012479,0.010167,0.013306,0.031898,0.004168,0.008118,0.008134,0.015081,0.003564,0.009961,171.428571,0.101351,classical
0.076966,0.017863,3.208522,0.137074,0.155818,0.654770,0.006886,0.118304,-25.568490,1.818828,-0.440145,-0.064694,-0.272819,-0.030525,-0.161708,0.195953,-0.122818,-0.237347,-0.073095,0.014164,0.053255,0.010739,0.010339,0.018641,0.024563,0.023145,0.011618,0.020543,0.001890,0.006682,0.014291,0.020313,0.005246,0.021145,0.015198,0.009087,0.065939,0.017836,0.023084,0.220475,0.003297,0.031468,0.844373,0.324340,0.266086,0.271280,0.240415,0.231062,0.239518,0.245702,0.249875,0.272470,0.259882,0.239682,0.206404,0.011497,0.009446,0.014868,0.020615,0.017826,0.010310,0.017449,0.001772,0.006499,0.011235,0.015138,0.006193,0.008794,171.428571,0.088525,classical
0.063941,0.012396,3.183877,0.126302,0.159881,0.537503,0.006568,0.102541,-26.010159,2.115182,-0.170182,0.065141,-0.028533,0.264541,-0.154519,0.055727,-0.163154,0.107404,0.003679,-0.085200,0.026728,0.009862,0.009872,0.038550,0.020550,0.015941,0.014841,0.080016,0.002235,0.007977,0.009080,0.032352,0.002310,0.033462,0.019885,0.009269,0.091787,0.022874,0.025558,0.245433,0.003499,0.042328,1.324887,0.474457,0.280179,0.266545,0.259123,0.260531,0.235056,0.227720,0.235558,0.233447,0.206953,0.220909,0.188754,0.008704,0.011063,0.024865,0.018152,0.012811,0.011752,0.054594,0.002330,0.006793,0.006457,0.020104,0.002199,0.013318,120.000000,0.107658,classical
0.072046,0.021622,3.209797,0.128366,0.151025,0.616912,0.007160,0.109519,-25.039652,1.818555,-0.976952,-0.241063,-0.457768,0.185482,0.202923,0.040628,-0.220301,-0.033560,0.100566,0.083564,0.072916,0.006791,0.009546,0.017570,0.013667,0.016178,0.019450,0.025328,0.005756,0.010472,0.012698,0.013202,0.002707,0.019279,0.015848,0.015112,0.088992,0.021725,0.029049,0.254616,0.004104,0.030315,1.318299,0.497477,0.312957,0.289739,0.279550,0.250004,0.292740,0.279629,0.260523,0.288263,0.238709,0.222771,0.195786,0.007029,0.011546,0.015611,0.010573,0.014136,0.016367,0.021382,0.006918,0.010123,0.010214,0.010560,0.002990,0.008656,133.333333,0.088841,classical
0.074189,0.008322,3.216812,0.133876,0.157036,0.640383,0.006330,0.111282,-26.178045,1.932957,-0.508968,-0.106645,-0.363881,-0.053923,-0.127120,0.205998,-0.042250,-0.115131,0.036083,0.082903,0.064836,0.010752,0.014572,0.023152,0.014515,0.013409,0.014764,0.032350,0.003766,0.008462,0.015374,0.019830,0.004318,0.020409,0.015650,0.005979,0.078788,0.018560,0.023343,0.216783,0.002590,0.031828,1.001437,0.373938,0.245658,0.275499,0.238519,0.228309,0.243681,0.250474,0.248938,0.250487,0.242462,0.216400,0.203917,0.010470,0.015274,0.018254,0.012864,0.012548,0.011952,0.021747,0.004382,0.007401,0.010113,0.012913,0.004495,0.007867,150.000000,0.127883,classical
